"","x"
"12981","PTPRT"
"12982","SRSF6"
"12983","L3MBTL1"
"12984","SGK2"
"12985","IFT52"
"12986","MYBL2"
"12987","TOX2"
"12988","OSER1"
"12989","GDAP1L1"
"12990","FITM2"
"12991","HNF4A"
"12992","TTPAL"
"12993","SERINC3"
"12994","PKIG"
"12995","ADA"
"12996","KCNK15"
"12997","RIMS4"
"12998","YWHAB"
"12999","PABPC1L"
"13000","TOMM34"
"13001","STK4"
"13002","KCNS1"
"13003","SLPI"
"13004","MATN4"
"13005","SDC4"
"13006","TP53TG5"
"13007","PIGT"
"13008","WFDC2"
"13009","WFDC10A"
"13010","WFDC13"
"13011","WFDC3"
"13012","DNTTIP1"
"13013","UBE2C"
"13014","TNNC2"
"13015","SNX21"
"13016","ACOT8"
"13017","ZSWIM3"
"13018","ZSWIM1"
"13019","NEURL2"
"13020","CTSA"
"13021","PLTP"
"13022","PCIF1"
"13023","ZNF335"
"13024","MMP9"
"13025","SLC12A5"
"13026","NCOA5"
"13027","CD40"
"13028","CDH22"
"13029","SLC35C2"
"13030","ELMO2"
"13031","ZNF334"
"13032","SLC13A3"
"13033","TP53RK"
"13034","EYA2"
"13035","ZMYND8"
"13036","NCOA3"
"13037","SULF2"
"13038","PREX1"
"13039","ARFGEF2"
"13040","CSE1L"
"13041","STAU1"
"13042","DDX27"
"13043","ZNFX1"
"13044","KCNB1"
"13045","PTGIS"
"13046","B4GALT5"
"13047","SLC9A8"
"13048","SPATA2"
"13049","RNF114"
"13050","SNAI1"
"13051","CEBPB"
"13052","PTPN1"
"13053","PARD6B"
"13054","BCAS4"
"13055","ADNP"
"13056","DPM1"
"13057","MOCS3"
"13058","KCNG1"
"13059","NFATC2"
"13060","ATP9A"
"13061","SALL4"
"13062","ZFP64"
"13063","TSHZ2"
"13064","ZNF217"
"13065","BCAS1"
"13066","CYP24A1"
"13067","PFDN4"
"13068","DOK5"
"13069","CBLN4"
"13070","FAM210B"
"13071","AURKA"
"13072","CSTF1"
"13073","CASS4"
"13074","FAM209A"
"13075","FAM209B"
"13076","BMP7"
"13077","RAE1"
"13078","MTRNR2L3"
"13079","RBM38"
"13080","ZBP1"
"13081","PMEPA1"
"13082","RAB22A"
"13083","VAPB"
"13084","STX16"
"13085","NPEPL1"
"13086","GNAS"
"13087","NELFCD"
"13088","CTSZ"
"13089","TUBB1"
"13090","PRELID3B"
"13091","ZNF831"
"13092","EDN3"
"13093","PHACTR3"
"13094","SYCP2"
"13095","FAM217B"
"13096","PPP1R3D"
"13097","CDH26"
"13098","C20orf197"
"13099","CDH4"
"13100","TAF4"
"13101","LSM14B"
"13102","PSMA7"
"13103","SS18L1"
"13104","MTG2"
"13105","HRH3"
"13106","OSBPL2"
"13107","ADRM1"
"13108","LAMA5"
"13109","RPS21"
"13110","CABLES2"
"13111","RBBP8NL"
"13112","SLCO4A1"
"13113","NTSR1"
"13114","MRGBP"
"13115","OGFR"
"13116","COL9A3"
"13117","TCFL5"
"13118","DIDO1"
"13119","GID8"
"13120","SLC17A9"
"13121","YTHDF1"
"13122","NKAIN4"
"13123","ARFGAP1"
"13124","COL20A1"
"13125","CHRNA4"
"13126","KCNQ2"
"13127","EEF1A2"
"13128","PPDPF"
"13129","PTK6"
"13130","HELZ2"
"13131","GMEB2"
"13132","STMN3"
"13133","RTEL1"
"13134","ARFRP1"
"13135","ZGPAT"
"13136","SLC2A4RG"
"13137","ZBTB46"
"13138","TPD52L2"
"13139","DNAJC5"
"13140","UCKL1"
"13141","ZNF512B"
"13142","PRPF6"
"13143","TCEA2"
"13144","RGS19"
"13145","OPRL1"
"13146","LKAAEAR1"
"13147","MYT1"
"13148","PCMTD2"
"13149","PLPP2"
"13150","MIER2"
"13151","THEG"
"13152","C2CD4C"
"13153","SHC2"
"13154","ODF3L2"
"13155","MADCAM1"
"13156","TPGS1"
"13157","CDC34"
"13158","GZMM"
"13159","BSG"
"13160","HCN2"
"13161","POLRMT"
"13162","FGF22"
"13163","RNF126"
"13164","FSTL3"
"13165","PALM"
"13166","MISP"
"13167","PTBP1"
"13168","PLPPR3"
"13169","AZU1"
"13170","PRTN3"
"13171","ELANE"
"13172","CFD"
"13173","MED16"
"13174","R3HDM4"
"13175","KISS1R"
"13176","ARID3A"
"13177","WDR18"
"13178","TMEM259"
"13179","CNN2"
"13180","ABCA7"
"13181","POLR2E"
"13182","GPX4"
"13183","SBNO2"
"13184","STK11"
"13185","CBARP"
"13186","MIDN"
"13187","CIRBP"
"13188","C19orf24"
"13189","NDUFS7"
"13190","GAMT"
"13191","DAZAP1"
"13192","RPS15"
"13193","APC2"
"13194","C19orf25"
"13195","PCSK4"
"13196","REEP6"
"13197","PLK5"
"13198","MEX3D"
"13199","MBD3"
"13200","UQCR11"
"13201","TCF3"
"13202","ONECUT3"
"13203","ATP8B3"
"13204","REXO1"
"13205","KLF16"
"13206","ABHD17A"
"13207","SCAMP4"
"13208","CSNK1G2"
"13209","BTBD2"
"13210","MKNK2"
"13211","MOB3A"
"13212","IZUMO4"
"13213","AP3D1"
"13214","DOT1L"
"13215","PLEKHJ1"
"13216","SF3A2"
"13217","AMH"
"13218","JSRP1"
"13219","LINGO3"
"13220","LSM7"
"13221","SPPL2B"
"13222","TMPRSS9"
"13223","TIMM13"
"13224","LMNB2"
"13225","GADD45B"
"13226","GNG7"
"13227","DIRAS1"
"13228","SGTA"
"13229","THOP1"
"13230","ZNF554"
"13231","ZNF555"
"13232","ZNF556"
"13233","ZNF57"
"13234","ZNF77"
"13235","TLE6"
"13236","TLE2"
"13237","AES"
"13238","GNA11"
"13239","GNA15"
"13240","NCLN"
"13241","CELF5"
"13242","NFIC"
"13243","SMIM24"
"13244","DOHH"
"13245","FZR1"
"13246","MFSD12"
"13247","HMG20B"
"13248","TBXA2R"
"13249","CACTIN"
"13250","PIP5K1C"
"13251","TJP3"
"13252","APBA3"
"13253","MRPL54"
"13254","RAX2"
"13255","MATK"
"13256","ZFR2"
"13257","ATCAY"
"13258","NMRK2"
"13259","DAPK3"
"13260","EEF2"
"13261","PIAS4"
"13262","ZBTB7A"
"13263","MAP2K2"
"13264","CREB3L3"
"13265","SIRT6"
"13266","ANKRD24"
"13267","SHD"
"13268","TMIGD2"
"13269","FSD1"
"13270","STAP2"
"13271","MPND"
"13272","SH3GL1"
"13273","CHAF1A"
"13274","UBXN6"
"13275","PLIN5"
"13276","SEMA6B"
"13277","TNFAIP8L1"
"13278","MYDGF"
"13279","DPP9"
"13280","FEM1A"
"13281","TICAM1"
"13282","PLIN3"
"13283","UHRF1"
"13284","KDM4B"
"13285","PTPRS"
"13286","SAFB2"
"13287","SAFB"
"13288","RPL36"
"13289","LONP1"
"13290","PRR22"
"13291","DUS3L"
"13292","NRTN"
"13293","FUT6"
"13294","NDUFA11"
"13295","CAPS"
"13296","RANBP3"
"13297","RFX2"
"13298","MLLT1"
"13299","ACER1"
"13300","CLPP"
"13301","ALKBH7"
"13302","PSPN"
"13303","GTF2F1"
"13304","KHSRP"
"13305","SLC25A41"
"13306","SLC25A23"
"13307","DENND1C"
"13308","TUBB4A"
"13309","TNFSF9"
"13310","TNFSF14"
"13311","C3"
"13312","GPR108"
"13313","TRIP10"
"13314","SH2D3A"
"13315","VAV1"
"13316","ZNF557"
"13317","INSR"
"13318","PEX11G"
"13319","ZNF358"
"13320","MCOLN1"
"13321","PNPLA6"
"13322","CAMSAP3"
"13323","XAB2"
"13324","PET100"
"13325","STXBP2"
"13326","RETN"
"13327","TRAPPC5"
"13328","CLEC4G"
"13329","CD209"
"13330","CLEC4M"
"13331","EVI5L"
"13332","PRR36"
"13333","MAP2K7"
"13334","TGFBR3L"
"13335","SNAPC2"
"13336","CTXN1"
"13337","TIMM44"
"13338","ELAVL1"
"13339","CCL25"
"13340","CERS4"
"13341","RPS28"
"13342","ANGPTL4"
"13343","RAB11B"
"13344","MARCH2"
"13345","HNRNPM"
"13346","PRAM1"
"13347","ZNF414"
"13348","MYO1F"
"13349","ADAMTS10"
"13350","ZNF558"
"13351","MUC16"
"13352","ZNF317"
"13353","OR7D2"
"13354","ZNF699"
"13355","ZNF559-ZNF177"
"13356","ZNF266"
"13357","ZNF426"
"13358","ZNF121"
"13359","ZNF561"
"13360","ZNF562"
"13361","ZNF846"
"13362","FBXL12"
"13363","UBL5"
"13364","PIN1"
"13365","OLFM2"
"13366","COL5A3"
"13367","C19orf66"
"13368","ANGPTL6"
"13369","P2RY11"
"13370","EIF3G"
"13371","DNMT1"
"13372","MRPL4"
"13373","ICAM1"
"13374","ICAM5"
"13375","ZGLP1"
"13376","RAVER1"
"13377","ICAM3"
"13378","TYK2"
"13379","CDC37"
"13380","PDE4A"
"13381","KEAP1"
"13382","S1PR5"
"13383","ATG4D"
"13384","KRI1"
"13385","CDKN2D"
"13386","AP1M2"
"13387","SLC44A2"
"13388","ILF3"
"13389","QTRT1"
"13390","DNM2"
"13391","TMED1"
"13392","C19orf38"
"13393","CARM1"
"13394","YIPF2"
"13395","SMARCA4"
"13396","LDLR"
"13397","SPC24"
"13398","KANK2"
"13399","DOCK6"
"13400","ANGPTL8"
"13401","TSPAN16"
"13402","RAB3D"
"13403","TMEM205"
"13404","CCDC159"
"13405","PLPPR2"
"13406","SWSAP1"
"13407","EPOR"
"13408","CCDC151"
"13409","PRKCSH"
"13410","ELAVL3"
"13411","ZNF653"
"13412","ECSIT"
"13413","CNN1"
"13414","ELOF1"
"13415","ZNF627"
"13416","ZNF823"
"13417","ZNF441"
"13418","ZNF491"
"13419","ZNF440"
"13420","ZNF439"
"13421","ZNF69"
"13422","ZNF763"
"13423","ZNF433"
"13424","ZNF844"
"13425","ZNF20"
"13426","ZNF136"
"13427","ZNF44"
"13428","ZNF563"
"13429","ZNF442"
"13430","ZNF490"
"13431","ZNF791"
"13432","MAN2B1"
"13433","WDR83"
"13434","WDR83OS"
"13435","DHPS"
"13436","FBXW9"
"13437","TNPO2"
"13438","ASNA1"
"13439","BEST2"
"13440","HOOK2"
"13441","JUNB"
"13442","RNASEH2A"
"13443","MAST1"
"13444","DNASE2"
"13445","GCDH"
"13446","SYCE2"
"13447","FARSA"
"13448","CALR"
"13449","RAD23A"
"13450","GADD45GIP1"
"13451","DAND5"
"13452","NFIX"
"13453","LYL1"
"13454","TRMT1"
"13455","NACC1"
"13456","STX10"
"13457","IER2"
"13458","CACNA1A"
"13459","CCDC130"
"13460","MRI1"
"13461","C19orf53"
"13462","ZSWIM4"
"13463","NANOS3"
"13464","C19orf57"
"13465","CC2D1A"
"13466","PODNL1"
"13467","DCAF15"
"13468","RFX1"
"13469","IL27RA"
"13470","PALM3"
"13471","SAMD1"
"13472","PRKACA"
"13473","ADGRL1"
"13474","ADGRE5"
"13475","DDX39A"
"13476","PKN1"
"13477","PTGER1"
"13478","GIPC1"
"13479","DNAJB1"
"13480","TECR"
"13481","NDUFB7"
"13482","ZNF333"
"13483","ADGRE2"
"13484","SLC1A6"
"13485","ILVBL"
"13486","NOTCH3"
"13487","EPHX3"
"13488","BRD4"
"13489","AKAP8"
"13490","AKAP8L"
"13491","WIZ"
"13492","RASAL3"
"13493","CYP4F3"
"13494","CYP4F12"
"13495","CYP4F2"
"13496","TPM4"
"13497","RAB8A"
"13498","HSH2D"
"13499","FAM32A"
"13500","AP1M1"
"13501","KLF2"
"13502","EPS15L1"
"13503","C19orf44"
"13504","SMIM7"
"13505","TMEM38A"
"13506","NWD1"
"13507","SIN3B"
"13508","F2RL3"
"13509","CPAMD8"
"13510","HAUS8"
"13511","MYO9B"
"13512","USE1"
"13513","OCEL1"
"13514","NR2F6"
"13515","USHBP1"
"13516","ANKLE1"
"13517","ABHD8"
"13518","MRPL34"
"13519","DDA1"
"13520","ANO8"
"13521","GTPBP3"
"13522","BST2"
"13523","MVB12A"
"13524","TMEM221"
"13525","SLC27A1"
"13526","PGLS"
"13527","FAM129C"
"13528","COLGALT1"
"13529","UNC13A"
"13530","MAP1S"
"13531","FCHO1"
"13532","INSL3"
"13533","JAK3"
"13534","RPL18A"
"13535","CCDC124"
"13536","KCNN1"
"13537","ARRDC2"
"13538","IL12RB1"
"13539","MAST3"
"13540","MPV17L2"
"13541","RAB3A"
"13542","PDE4C"
"13543","JUND"
"13544","LSM4"
"13545","PGPEP1"
"13546","GDF15"
"13547","SSBP4"
"13548","ISYNA1"
"13549","ELL"
"13550","FKBP8"
"13551","KXD1"
"13552","UBA52"
"13553","CRLF1"
"13554","TMEM59L"
"13555","KLHL26"
"13556","CRTC1"
"13557","COMP"
"13558","UPF1"
"13559","COPE"
"13560","DDX49"
"13561","HOMER3"
"13562","SUGP2"
"13563","ARMC6"
"13564","SLC25A42"
"13565","TMEM161A"
"13566","BORCS8-MEF2B"
"13567","RFXANK"
"13568","NR2C2AP"
"13569","NCAN"
"13570","HAPLN4"
"13571","TM6SF2"
"13572","SUGP1"
"13573","MAU2"
"13574","GATAD2A"
"13575","NDUFA13"
"13576","YJEFN3"
"13577","CILP2"
"13578","PBX4"
"13579","LPAR2"
"13580","GMIP"
"13581","ATP13A1"
"13582","ZNF101"
"13583","ZNF14"
"13584","ZNF506"
"13585","ZNF253"
"13586","ZNF682"
"13587","ZNF90"
"13588","ZNF486"
"13589","ZNF737"
"13590","ZNF66"
"13591","ZNF85"
"13592","ZNF430"
"13593","ZNF714"
"13594","ZNF431"
"13595","ZNF708"
"13596","ZNF738"
"13597","ZNF493"
"13598","ZNF429"
"13599","ZNF100"
"13600","ZNF43"
"13601","ZNF208"
"13602","ZNF257"
"13603","ZNF98"
"13604","ZNF492"
"13605","ZNF99"
"13606","ZNF730"
"13607","ZNF91"
"13608","ZNF675"
"13609","ZNF681"
"13610","ZNF726"
"13611","ZNF254"
"13612","UQCRFS1"
"13613","VSTM2B"
"13614","POP4"
"13615","PLEKHF1"
"13616","C19orf12"
"13617","CCNE1"
"13618","URI1"
"13619","ZNF536"
"13620","TSHZ3"
"13621","ZNF507"
"13622","DPY19L3"
"13623","PDCD5"
"13624","ANKRD27"
"13625","RGS9BP"
"13626","NUDT19"
"13627","TDRD12"
"13628","SLC7A9"
"13629","CEP89"
"13630","FAAP24"
"13631","RHPN2"
"13632","GPATCH1"
"13633","WDR88"
"13634","LRP3"
"13635","SLC7A10"
"13636","CEBPA"
"13637","CEBPG"
"13638","PEPD"
"13639","CHST8"
"13640","KCTD15"
"13641","LSM14A"
"13642","KIAA0355"
"13643","GPI"
"13644","PDCD2L"
"13645","UBA2"
"13646","WTIP"
"13647","SCGB2B2"
"13648","ZNF302"
"13649","ZNF181"
"13650","ZNF599"
"13651","ZNF30"
"13652","ZNF792"
"13653","GRAMD1A"
"13654","SCN1B"
"13655","HPN"
"13656","LGI4"
"13657","FXYD1"
"13658","FXYD7"
"13659","FXYD5"
"13660","LSR"
"13661","USF2"
"13662","HAMP"
"13663","MAG"
"13664","CD22"
"13665","KRTDAP"
"13666","DMKN"
"13667","SBSN"
"13668","GAPDHS"
"13669","TMEM147"
"13670","ATP4A"
"13671","HAUS5"
"13672","RBM42"
"13673","ETV2"
"13674","COX6B1"
"13675","UPK1A"
"13676","KMT2B"
"13677","IGFLR1"
"13678","HSPB6"
"13679","PROSER3"
"13680","ARHGAP33"
"13681","NPHS1"
"13682","KIRREL2"
"13683","APLP1"
"13684","NFKBID"
"13685","HCST"
"13686","TYROBP"
"13687","LRFN3"
"13688","SDHAF1"
"13689","SYNE4"
"13690","ALKBH6"
"13691","CLIP3"
"13692","THAP8"
"13693","WDR62"
"13694","POLR2I"
"13695","TBCB"
"13696","CAPNS1"
"13697","COX7A1"
"13698","ZNF565"
"13699","ZNF146"
"13700","ZFP14"
"13701","ZFP82"
"13702","ZNF566"
"13703","ZNF260"
"13704","ZNF529"
"13705","ZNF382"
"13706","ZNF461"
"13707","ZNF567"
"13708","ZNF850"
"13709","ZNF790"
"13710","ZNF345"
"13711","ZNF829"
"13712","ZNF568"
"13713","ZNF420"
"13714","ZNF585B"
"13715","ZNF383"
"13716","HKR1"
"13717","ZNF527"
"13718","ZNF569"
"13719","ZNF570"
"13720","ZNF793"
"13721","ZNF540"
"13722","ZNF571"
"13723","ZFP30"
"13724","ZNF573"
"13725","SIPA1L3"
"13726","DPF1"
"13727","SPINT2"
"13728","PPP1R14A"
"13729","C19orf33"
"13730","YIF1B"
"13731","KCNK6"
"13732","CATSPERG"
"13733","PSMD8"
"13734","GGN"
"13735","SPRED3"
"13736","FAM98C"
"13737","RASGRP4"
"13738","RYR1"
"13739","MAP4K1"
"13740","EIF3K"
"13741","ACTN4"
"13742","CAPN12"
"13743","LGALS4"
"13744","ECH1"
"13745","HNRNPL"
"13746","RINL"
"13747","SIRT2"
"13748","NFKBIB"
"13749","CCER2"
"13750","SARS2"
"13751","MRPS12"
"13752","FBXO17"
"13753","FBXO27"
"13754","ACP7"
"13755","PAK4"
"13756","LRFN1"
"13757","GMFG"
"13758","SAMD4B"
"13759","PAF1"
"13760","MED29"
"13761","ZFP36"
"13762","PLEKHG2"
"13763","RPS16"
"13764","SUPT5H"
"13765","TIMM50"
"13766","DLL3"
"13767","EID2B"
"13768","EID2"
"13769","DYRK1B"
"13770","FBL"
"13771","FCGBP"
"13772","PSMC4"
"13773","ZNF546"
"13774","ZNF780B"
"13775","ZNF780A"
"13776","MAP3K10"
"13777","TTC9B"
"13778","CNTD2"
"13779","AKT2"
"13780","C19orf47"
"13781","PLD3"
"13782","PRX"
"13783","SERTAD1"
"13784","SERTAD3"
"13785","BLVRB"
"13786","SPTBN4"
"13787","SHKBP1"
"13788","LTBP4"
"13789","NUMBL"
"13790","ITPKC"
"13791","C19orf54"
"13792","SNRPA"
"13793","CYP2S1"
"13794","AXL"
"13795","HNRNPUL1"
"13796","TGFB1"
"13797","CCDC97"
"13798","B9D2"
"13799","EXOSC5"
"13800","BCKDHA"
"13801","B3GNT8"
"13802","RPS19"
"13803","CD79A"
"13804","ARHGEF1"
"13805","RABAC1"
"13806","ATP1A3"
"13807","GRIK5"
"13808","ZNF574"
"13809","POU2F2"
"13810","DEDD2"
"13811","ZNF526"
"13812","GSK3A"
"13813","CIC"
"13814","PAFAH1B3"
"13815","PRR19"
"13816","TMEM145"
"13817","MEGF8"
"13818","CNFN"
"13819","LIPE"
"13820","CEACAM1"
"13821","CD177"
"13822","TEX101"
"13823","PHLDB3"
"13824","ETHE1"
"13825","ZNF575"
"13826","XRCC1"
"13827","PINLYP"
"13828","IRGQ"
"13829","ZNF576"
"13830","SRRM5"
"13831","ZNF428"
"13832","CADM4"
"13833","PLAUR"
"13834","SMG9"
"13835","KCNN4"
"13836","LYPD5"
"13837","ZNF283"
"13838","ZNF404"
"13839","ZNF45"
"13840","ZNF221"
"13841","ZNF155"
"13842","ZNF230"
"13843","ZNF284"
"13844","ZNF224"
"13845","ZNF225"
"13846","ZNF234"
"13847","ZNF226"
"13848","ZNF227"
"13849","ZNF235"
"13850","ZNF233"
"13851","ZNF112"
"13852","ZNF229"
"13853","ZNF180"
"13854","PVR"
"13855","CEACAM19"
"13856","BCL3"
"13857","BCAM"
"13858","TOMM40"
"13859","APOE"
"13860","APOC1"
"13861","CLPTM1"
"13862","RELB"
"13863","CLASRP"
"13864","ZNF296"
"13865","MARK4"
"13866","NKPD1"
"13867","TRAPPC6A"
"13868","EXOC3L2"
"13869","KLC3"
"13870","ERCC2"
"13871","PPP1R13L"
"13872","CD3EAP"
"13873","ERCC1"
"13874","FOSB"
"13875","RTN2"
"13876","PPM1N"
"13877","VASP"
"13878","OPA3"
"13879","EML2"
"13880","GIPR"
"13881","SNRPD2"
"13882","QPCTL"
"13883","FBXO46"
"13884","SIX5"
"13885","DMPK"
"13886","DMWD"
"13887","SYMPK"
"13888","IRF2BP1"
"13889","MYPOP"
"13890","NOVA2"
"13891","CCDC61"
"13892","IGFL4"
"13893","HIF3A"
"13894","PPP5C"
"13895","CCDC8"
"13896","PPP5D1"
"13897","CALM3"
"13898","PTGIR"
"13899","GNG8"
"13900","DACT3"
"13901","PRKD2"
"13902","STRN4"
"13903","FKRP"
"13904","AP2S1"
"13905","ARHGAP35"
"13906","NPAS1"
"13907","TMEM160"
"13908","ZC3H4"
"13909","SAE1"
"13910","BBC3"
"13911","CCDC9"
"13912","INAFM1"
"13913","C5AR1"
"13914","C5AR2"
"13915","DHX34"
"13916","MEIS3"
"13917","SLC8A2"
"13918","KPTN"
"13919","NAPA"
"13920","ZNF541"
"13921","EHD2"
"13922","CRX"
"13923","SULT2A1"
"13924","PLA2G4C"
"13925","LIG1"
"13926","ZNF114"
"13927","CARD8"
"13928","CCDC114"
"13929","EMP3"
"13930","TMEM143"
"13931","KDELR1"
"13932","GRIN2D"
"13933","GRWD1"
"13934","KCNJ14"
"13935","CYTH2"
"13936","LMTK3"
"13937","SULT2B1"
"13938","RPL18"
"13939","SPHK2"
"13940","DBP"
"13941","CA11"
"13942","NTN5"
"13943","FUT2"
"13944","MAMSTR"
"13945","RASIP1"
"13946","IZUMO1"
"13947","FUT1"
"13948","BCAT2"
"13949","HSD17B14"
"13950","PLEKHA4"
"13951","PPP1R15A"
"13952","TULP2"
"13953","NUCB1"
"13954","DHDH"
"13955","BAX"
"13956","FTL"
"13957","GYS1"
"13958","RUVBL2"
"13959","KCNA7"
"13960","SNRNP70"
"13961","LIN7B"
"13962","C19orf73"
"13963","PPFIA3"
"13964","HRC"
"13965","TRPM4"
"13966","SLC6A16"
"13967","CD37"
"13968","TEAD2"
"13969","PTH2"
"13970","GFY"
"13971","SLC17A7"
"13972","PIH1D1"
"13973","ALDH16A1"
"13974","RPL13A"
"13975","RPS11"
"13976","FCGRT"
"13977","RCN3"
"13978","NOSIP"
"13979","PRRG2"
"13980","PRR12"
"13981","RRAS"
"13982","SCAF1"
"13983","IRF3"
"13984","BCL2L12"
"13985","PRMT1"
"13986","ADM5"
"13987","CPT1C"
"13988","AP2A1"
"13989","FUZ"
"13990","MED25"
"13991","PTOV1"
"13992","PNKP"
"13993","TBC1D17"
"13994","IL4I1"
"13995","ATF5"
"13996","VRK3"
"13997","ZNF473"
"13998","IZUMO2"
"13999","MYH14"
"14000","KCNC3"
"14001","NR1H2"
"14002","NAPSA"
"14003","POLD1"
"14004","SPIB"
"14005","MYBPC2"
"14006","FAM71E1"
"14007","EMC10"
"14008","JOSD2"
"14009","ASPDH"
"14010","LRRC4B"
"14011","SYT3"
"14012","C19orf81"
"14013","SHANK1"
"14014","CLEC11A"
"14015","C19orf48"
"14016","KLK4"
"14017","KLK5"
"14018","KLK6"
"14019","KLK7"
"14020","KLK10"
"14021","KLK11"
"14022","CTU1"
"14023","CD33"
"14024","IGLON5"
"14025","VSIG10L"
"14026","ETFB"
"14027","SIGLEC10"
"14028","ZNF175"
"14029","HAS1"
"14030","FPR1"
"14031","ZNF577"
"14032","ZNF613"
"14033","ZNF649"
"14034","ZNF350"
"14035","ZNF615"
"14036","ZNF614"
"14037","ZNF432"
"14038","ZNF841"
"14039","ZNF616"
"14040","ZNF836"
"14041","PPP2R1A"
"14042","ZNF766"
"14043","ZNF480"
"14044","ZNF610"
"14045","ZNF880"
"14046","ZNF528"
"14047","ZNF534"
"14048","ZNF578"
"14049","ZNF808"
"14050","ZNF701"
"14051","ZNF83"
"14052","ZNF611"
"14053","ZNF600"
"14054","ZNF28"
"14055","ZNF320"
"14056","ZNF160"
"14057","ZNF415"
"14058","ZNF347"
"14059","ZNF665"
"14060","ZNF677"
"14061","VN1R2"
"14062","ZNF525"
"14063","ZNF765"
"14064","ZNF761"
"14065","ZNF813"
"14066","ZNF331"
"14067","NLRP12"
"14068","MYADM"
"14069","PRKCG"
"14070","CACNG7"
"14071","CACNG8"
"14072","CACNG6"
"14073","VSTM1"
"14074","OSCAR"
"14075","NDUFA3"
"14076","TFPT"
"14077","PRPF31"
"14078","CNOT3"
"14079","LENG1"
"14080","TMC4"
"14081","MBOAT7"
"14082","TSEN34"
"14083","RPS9"
"14084","LILRB3"
"14085","LAIR1"
"14086","TTYH1"
"14087","LENG8"
"14088","LENG9"
"14089","CDC42EP5"
"14090","LAIR2"
"14091","LILRB1"
"14092","FCAR"
"14093","NLRP2"
"14094","GP6"
"14095","RDH13"
"14096","EPS8L1"
"14097","PPP1R12C"
"14098","TNNT1"
"14099","TNNI3"
"14100","DNAAF3"
"14101","SYT5"
"14102","PTPRH"
"14103","TMEM86B"
"14104","PPP6R1"
"14105","HSPBP1"
"14106","BRSK1"
"14107","KMT5C"
"14108","COX6B2"
"14109","IL11"
"14110","TMEM238"
"14111","RPL28"
"14112","UBE2S"
"14113","SHISA7"
"14114","ISOC2"
"14115","ZNF628"
"14116","NAT14"
"14117","SSC5D"
"14118","ZNF579"
"14119","FIZ1"
"14120","ZNF524"
"14121","ZNF865"
"14122","ZNF784"
"14123","ZNF580"
"14124","CCDC106"
"14125","U2AF2"
"14126","EPN1"
"14127","NLRP8"
"14128","ZNF787"
"14129","ZNF444"
"14130","ZSCAN5A"
"14131","ZNF582"
"14132","ZNF583"
"14133","ZNF667"
"14134","ZNF471"
"14135","ZFP28"
"14136","ZNF470"
"14137","ZNF71"
"14138","SMIM17"
"14139","ZNF835"
"14140","ZIM2"
"14141","USP29"
"14142","ZIM3"
"14143","ZNF264"
"14144","AURKC"
"14145","ZNF805"
"14146","ZNF460"
"14147","ZNF543"
"14148","ZNF304"
"14149","ZNF749"
"14150","ZNF772"
"14151","ZNF773"
"14152","ZNF549"
"14153","ZNF550"
"14154","ZNF416"
"14155","ZIK1"
"14156","ZNF530"
"14157","ZNF134"
"14158","ZNF211"
"14159","ZNF154"
"14160","ZNF671"
"14161","ZNF776"
"14162","ZNF586"
"14163","ZNF552"
"14164","ZNF814"
"14165","ZNF587"
"14166","ZNF418"
"14167","ZNF256"
"14168","C19orf18"
"14169","ZNF606"
"14170","ZSCAN1"
"14171","ZNF135"
"14172","ZSCAN18"
"14173","ZNF329"
"14174","ZNF274"
"14175","ZNF544"
"14176","ZSCAN22"
"14177","A1BG"
"14178","ZNF497"
"14179","ZNF837"
"14180","RPS5"
"14181","ZNF584"
"14182","ZNF132"
"14183","ZNF324B"
"14184","ZNF324"
"14185","ZNF446"
"14186","SLC27A5"
"14187","ZBTB45"
"14188","TRIM28"
"14189","CHMP2A"
"14190","UBE2M"
"14191","MZF1"
"14192","PCDH11Y"
"14193","DDX3Y"
"14194","IL17RA"
"14195","CECR2"
"14196","SLC25A18"
"14197","ATP6V1E1"
"14198","BCL2L13"
"14199","BID"
"14200","MICAL3"
"14201","PEX26"
"14202","TUBA8"
"14203","USP18"
"14204","TMEM191B"
"14205","DGCR6"
"14206","PRODH"
"14207","DGCR2"
"14208","SLC25A1"
"14209","CLTCL1"
"14210","HIRA"
"14211","C22orf39"
"14212","MRPL40"
"14213","CLDN5"
"14214","SEPT5"
"14215","TBX1"
"14216","GNB1L"
"14217","TXNRD2"
"14218","COMT"
"14219","ARVCF"
"14220","TANGO2"
"14221","DGCR8"
"14222","TRMT2A"
"14223","RANBP1"
"14224","ZDHHC8"
"14225","RTN4R"
"14226","DGCR6L"
"14227","ZNF74"
"14228","SCARF2"
"14229","KLHL22"
"14230","MED15"
"14231","PI4KA"
"14232","SERPIND1"
"14233","SNAP29"
"14234","CRKL"
"14235","AIFM3"
"14236","LZTR1"
"14237","THAP7"
"14238","P2RX6"
"14239","SLC7A4"
"14240","LRRC74B"
"14241","GGT2"
"14242","HIC2"
"14243","TMEM191C"
"14244","RIMBP3C"
"14245","UBE2L3"
"14246","YDJC"
"14247","CCDC116"
"14248","SDF2L1"
"14249","PPIL2"
"14250","YPEL1"
"14251","MAPK1"
"14252","PPM1F"
"14253","TOP3B"
"14254","ZNF280B"
"14255","GGTLC2"
"14256","RSPH14"
"14257","GNAZ"
"14258","RAB36"
"14259","BCR"
