"","x"
"7735","TUB"
"7736","RIC3"
"7737","LMO1"
"7738","STK33"
"7739","TRIM66"
"7740","RPL27A"
"7741","ST5"
"7742","AKIP1"
"7743","TMEM9B"
"7744","NRIP3"
"7745","SCUBE2"
"7746","DENND5A"
"7747","TMEM41B"
"7748","IPO7"
"7749","ZNF143"
"7750","WEE1"
"7751","SWAP70"
"7752","SBF2"
"7753","ADM"
"7754","AMPD3"
"7755","MTRNR2L8"
"7756","RNF141"
"7757","MRVI1"
"7758","CTR9"
"7759","EIF4G2"
"7760","ZBED5"
"7761","GALNT18"
"7762","USP47"
"7763","DKK3"
"7764","MICAL2"
"7765","MICALCL"
"7766","PARVA"
"7767","TEAD1"
"7768","ARNTL"
"7769","BTBD10"
"7770","FAR1"
"7771","SPON1"
"7772","RRAS2"
"7773","COPB1"
"7774","PSMA1"
"7775","PDE3B"
"7776","CYP2R1"
"7777","SOX6"
"7778","C11orf58"
"7779","PLEKHA7"
"7780","RPS13"
"7781","PIK3C2A"
"7782","NUCB2"
"7783","NCR3LG1"
"7784","KCNJ11"
"7785","ABCC8"
"7786","USH1C"
"7787","OTOG"
"7788","MYOD1"
"7789","KCNC1"
"7790","SERGEF"
"7791","TPH1"
"7792","SAAL1"
"7793","SAA4"
"7794","HPS5"
"7795","GTF2H1"
"7796","LDHA"
"7797","LDHAL6A"
"7798","TSG101"
"7799","UEVLD"
"7800","SPTY2D1"
"7801","TMEM86A"
"7802","IGSF22"
"7803","PTPN5"
"7804","ZDHHC13"
"7805","NAV2"
"7806","HTATIP2"
"7807","PRMT3"
"7808","NELL1"
"7809","ANO5"
"7810","SLC17A6"
"7811","FANCF"
"7812","GAS2"
"7813","SVIP"
"7814","LUZP2"
"7815","ANO3"
"7816","SLC5A12"
"7817","FIBIN"
"7818","CCDC34"
"7819","LGR4"
"7820","LIN7C"
"7821","BDNF"
"7822","METTL15"
"7823","KCNA4"
"7824","ARL14EP"
"7825","MPPED2"
"7826","DCDC1"
"7827","DNAJC24"
"7828","IMMP1L"
"7829","ELP4"
"7830","PAX6"
"7831","RCN1"
"7832","EIF3M"
"7833","PRRG4"
"7834","QSER1"
"7835","DEPDC7"
"7836","TCP11L1"
"7837","CSTF3"
"7838","HIPK3"
"7839","KIAA1549L"
"7840","CD59"
"7841","FBXO3"
"7842","LMO2"
"7843","CAPRIN1"
"7844","NAT10"
"7845","ABTB2"
"7846","CAT"
"7847","ELF5"
"7848","APIP"
"7849","PDHX"
"7850","CD44"
"7851","SLC1A2"
"7852","PAMR1"
"7853","FJX1"
"7854","TRIM44"
"7855","LDLRAD3"
"7856","COMMD9"
"7857","TRAF6"
"7858","RAG1"
"7859","C11orf74"
"7860","LRRC4C"
"7861","API5"
"7862","TTC17"
"7863","HSD17B12"
"7864","ALKBH3"
"7865","C11orf96"
"7866","ACCS"
"7867","EXT2"
"7868","CD82"
"7869","TSPAN18"
"7870","TP53I11"
"7871","PRDM11"
"7872","SYT13"
"7873","CHST1"
"7874","SLC35C1"
"7875","CRY2"
"7876","MAPK8IP1"
"7877","PEX16"
"7878","PHF21A"
"7879","CREB3L1"
"7880","DGKZ"
"7881","MDK"
"7882","AMBRA1"
"7883","HARBI1"
"7884","ATG13"
"7885","ARHGAP1"
"7886","ZNF408"
"7887","F2"
"7888","CKAP5"
"7889","LRP4"
"7890","C11orf49"
"7891","ARFGAP2"
"7892","PACSIN3"
"7893","DDB2"
"7894","ACP2"
"7895","NR1H3"
"7896","MADD"
"7897","SPI1"
"7898","SLC39A13"
"7899","PSMC3"
"7900","CELF1"
"7901","NDUFS3"
"7902","KBTBD4"
"7903","FAM180B"
"7904","C1QTNF4"
"7905","MTCH2"
"7906","FNBP4"
"7907","NUP160"
"7908","PTPRJ"
"7909","FOLH1"
"7910","LRRC55"
"7911","APLNR"
"7912","TNKS1BP1"
"7913","SSRP1"
"7914","RTN4RL2"
"7915","SLC43A1"
"7916","TIMM10"
"7917","UBE2L6"
"7918","SERPING1"
"7919","YPEL4"
"7920","CLP1"
"7921","ZDHHC5"
"7922","MED19"
"7923","CTNND1"
"7924","LPXN"
"7925","ZFP91"
"7926","GLYAT"
"7927","GLYATL2"
"7928","GLYATL1"
"7929","FAM111A"
"7930","DTX4"
"7931","OSBP"
"7932","PATL1"
"7933","STX3"
"7934","MRPL16"
"7935","MS4A2"
"7936","MS4A6A"
"7937","MS4A8"
"7938","CCDC86"
"7939","PTGDR2"
"7940","ZP1"
"7941","PRPF19"
"7942","TMEM109"
"7943","TMEM132A"
"7944","SLC15A3"
"7945","CD6"
"7946","CD5"
"7947","VPS37C"
"7948","VWCE"
"7949","DDB1"
"7950","TKFC"
"7951","CYB561A3"
"7952","TMEM138"
"7953","TMEM216"
"7954","CPSF7"
"7955","PPP1R32"
"7956","LRRC10B"
"7957","SYT7"
"7958","DAGLA"
"7959","MYRF"
"7960","TMEM258"
"7961","FADS2"
"7962","FADS1"
"7963","FADS3"
"7964","RAB3IL1"
"7965","BEST1"
"7966","FTH1"
"7967","INCENP"
"7968","ASRGL1"
"7969","SCGB1A1"
"7970","AHNAK"
"7971","MTA2"
"7972","EML3"
"7973","ROM1"
"7974","B3GAT3"
"7975","GANAB"
"7976","INTS5"
"7977","LBHD1"
"7978","UQCC3"
"7979","UBXN1"
"7980","LRRN4CL"
"7981","GNG3"
"7982","TTC9C"
"7983","ZBTB3"
"7984","POLR2G"
"7985","TAF6L"
"7986","TMEM223"
"7987","TMEM179B"
"7988","NXF1"
"7989","STX5"
"7990","WDR74"
"7991","SLC3A2"
"7992","CHRM1"
"7993","SLC22A6"
"7994","SLC22A10"
"7995","SLC22A25"
"7996","SLC22A9"
"7997","HRASLS5"
"7998","RARRES3"
"7999","HRASLS2"
"8000","PLA2G16"
"8001","ATL3"
"8002","RTN3"
"8003","C11orf95"
"8004","MARK2"
"8005","RCOR2"
"8006","NAA40"
"8007","COX8A"
"8008","OTUB1"
"8009","MACROD1"
"8010","FLRT1"
"8011","STIP1"
"8012","FERMT3"
"8013","TRPT1"
"8014","NUDT22"
"8015","DNAJC4"
"8016","VEGFB"
"8017","FKBP2"
"8018","PPP1R14B"
"8019","PLCB3"
"8020","BAD"
"8021","GPR137"
"8022","KCNK4"
"8023","ESRRA"
"8024","TRMT112"
"8025","PRDX5"
"8026","CCDC88B"
"8027","RPS6KA4"
"8028","NRXN2"
"8029","RASGRP2"
"8030","PYGM"
"8031","SF1"
"8032","MAP4K2"
"8033","MEN1"
"8034","EHD1"
"8035","ATG2A"
"8036","PPP2R5B"
"8037","ARL2"
"8038","SNX15"
"8039","SAC3D1"
"8040","NAALADL1"
"8041","CDCA5"
"8042","ZFPL1"
"8043","TMEM262"
"8044","VPS51"
"8045","TM7SF2"
"8046","ZNHIT2"
"8047","FAU"
"8048","SYVN1"
"8049","MRPL49"
"8050","CAPN1"
"8051","POLA2"
"8052","CDC42EP2"
"8053","DPF2"
"8054","TIGD3"
"8055","SLC25A45"
"8056","FRMD8"
"8057","SCYL1"
"8058","LTBP3"
"8059","SSSCA1"
"8060","FAM89B"
"8061","EHBP1L1"
"8062","SIPA1"
"8063","KCNK7"
"8064","MAP3K11"
"8065","RELA"
"8066","KAT5"
"8067","RNASEH2C"
"8068","AP5B1"
"8069","OVOL1"
"8070","CFL1"
"8071","SNX32"
"8072","MUS81"
"8073","EFEMP2"
"8074","FIBP"
"8075","CCDC85B"
"8076","C11orf68"
"8077","DRAP1"
"8078","TSGA10IP"
"8079","SART1"
"8080","EIF1AD"
"8081","BANF1"
"8082","CATSPER1"
"8083","GAL3ST3"
"8084","SF3B2"
"8085","PACS1"
"8086","KLC2"
"8087","RAB1B"
"8088","CNIH2"
"8089","YIF1A"
"8090","TMEM151A"
"8091","RIN1"
"8092","BRMS1"
"8093","B4GAT1"
"8094","SLC29A2"
"8095","NPAS4"
"8096","MRPL11"
"8097","PELI3"
"8098","DPP3"
"8099","BBS1"
"8100","ZDHHC24"
"8101","CTSF"
"8102","CCDC87"
"8103","CCS"
"8104","RBM14-RBM4"
"8105","RBM4"
"8106","RBM4B"
"8107","SPTBN2"
"8108","C11orf80"
"8109","RCE1"
"8110","PC"
"8111","LRFN4"
"8112","SYT12"
"8113","KDM2A"
"8114","ANKRD13D"
"8115","SSH3"
"8116","RAD9A"
"8117","POLD4"
"8118","PPP1CA"
"8119","TBC1D10C"
"8120","CARNS1"
"8121","RPS6KB2"
"8122","CORO1B"
"8123","CABP4"
"8124","TMEM134"
"8125","AIP"
"8126","PITPNM1"
"8127","CDK2AP2"
"8128","GSTP1"
"8129","NDUFV1"
"8130","NUDT8"
"8131","UNC93B1"
"8132","ALDH3B1"
"8133","NDUFS8"
"8134","TCIRG1"
"8135","CHKA"
"8136","KMT5B"
"8137","C11orf24"
"8138","LRP5"
"8139","PPP6R3"
"8140","GAL"
"8141","CPT1A"
"8142","MRPL21"
"8143","IGHMBP2"
"8144","MRGPRF"
"8145","TPCN2"
"8146","CCND1"
"8147","ANO1"
"8148","FADD"
"8149","PPFIA1"
"8150","CTTN"
"8151","SHANK2"
"8152","DHCR7"
"8153","NADSYN1"
"8154","KRTAP5-7"
"8155","KRTAP5-8"
"8156","KRTAP5-9"
"8157","KRTAP5-10"
"8158","KRTAP5-11"
"8159","FAM86C1"
"8160","RNF121"
"8161","IL18BP"
"8162","NUMA1"
"8163","LRTOMT"
"8164","LAMTOR1"
"8165","ANAPC15"
"8166","INPPL1"
"8167","CLPB"
"8168","PDE2A"
"8169","ARAP1"
"8170","STARD10"
"8171","ATG16L2"
"8172","FCHSD2"
"8173","P2RY6"
"8174","ARHGEF17"
"8175","RELT"
"8176","FAM168A"
"8177","PLEKHB1"
"8178","RAB6A"
"8179","MRPL48"
"8180","COA4"
"8181","PAAF1"
"8182","DNAJB13"
"8183","UCP2"
"8184","UCP3"
"8185","C2CD3"
"8186","PPME1"
"8187","P4HA3"
"8188","PGM2L1"
"8189","KCNE3"
"8190","LIPT2"
"8191","POLD3"
"8192","RNF169"
"8193","XRRA1"
"8194","SPCS2"
"8195","NEU3"
"8196","SLCO2B1"
"8197","TPBGL"
"8198","ARRB1"
"8199","RPS3"
"8200","KLHL35"
"8201","GDPD5"
"8202","SERPINH1"
"8203","MAP6"
"8204","DGAT2"
"8205","UVRAG"
"8206","WNT11"
"8207","EMSY"
"8208","LRRC32"
"8209","TSKU"
"8210","ACER3"
"8211","B3GNT6"
"8212","CAPN5"
"8213","MYO7A"
"8214","PAK1"
"8215","CLNS1A"
"8216","AQP11"
"8217","RSF1"
"8218","AAMDC"
"8219","INTS4"
"8220","KCTD14"
"8221","THRSP"
"8222","ALG8"
"8223","KCTD21"
"8224","USP35"
"8225","GAB2"
"8226","NARS2"
"8227","TENM4"
"8228","FAM181B"
"8229","PRCP"
"8230","DDIAS"
"8231","RAB30"
"8232","PCF11"
"8233","ANKRD42"
"8234","CCDC90B"
"8235","DLG2"
"8236","TMEM126B"
"8237","TMEM126A"
"8238","CREBZF"
"8239","CCDC89"
"8240","SYTL2"
"8241","PICALM"
"8242","EED"
"8243","CCDC81"
"8244","ME3"
"8245","PRSS23"
"8246","FZD4"
"8247","TMEM135"
"8248","CTSC"
"8249","GRM5"
"8250","NOX4"
"8251","NAALAD2"
"8252","CHORDC1"
"8253","FAT3"
"8254","SLC36A4"
"8255","SMCO4"
"8256","CEP295"
"8257","TAF1D"
"8258","C11orf54"
"8259","MED17"
"8260","VSTM5"
"8261","PANX1"
"8262","GPR83"
"8263","ANKRD49"
"8264","C11orf97"
"8265","PIWIL4"
"8266","AMOTL1"
"8267","CWC15"
"8268","KDM4D"
"8269","SRSF8"
"8270","ENDOD1"
"8271","SESN3"
"8272","FAM76B"
"8273","CEP57"
"8274","MTMR2"
"8275","MAML2"
"8276","CCDC82"
"8277","JRKL"
"8278","CNTN5"
"8279","ARHGAP42"
"8280","TRPC6"
"8281","ANGPTL5"
"8282","CEP126"
"8283","YAP1"
"8284","BIRC3"
"8285","BIRC2"
"8286","TMEM123"
"8287","DCUN1D5"
"8288","DYNC2H1"
"8289","PDGFD"
"8290","CASP4"
"8291","CASP1"
"8292","CARD16"
"8293","GRIA4"
"8294","MSANTD4"
"8295","KBTBD3"
"8296","AASDHPPT"
"8297","GUCY1A2"
"8298","CWF19L2"
"8299","ALKBH8"
"8300","ELMOD1"
"8301","SLN"
"8302","SLC35F2"
"8303","RAB39A"
"8304","CUL5"
"8305","ACAT1"
"8306","NPAT"
"8307","ATM"
"8308","C11orf65"
"8309","KDELC2"
"8310","EXPH5"
"8311","DDX10"
"8312","C11orf87"
"8313","ZC3H12C"
"8314","RDX"
"8315","FDX1"
"8316","ARHGAP20"
"8317","COLCA1"
"8318","COLCA2"
"8319","POU2AF1"
"8320","LAYN"
"8321","SIK2"
"8322","PPP2R1B"
"8323","ALG9"
"8324","C11orf1"
"8325","CRYAB"
"8326","DIXDC1"
"8327","DLAT"
"8328","PIH1D2"
"8329","TIMM8B"
"8330","IL18"
"8331","BCO2"
"8332","PTS"
"8333","NCAM1"
"8334","TTC12"
"8335","ANKK1"
"8336","DRD2"
"8337","TMPRSS5"
"8338","ZW10"
"8339","USP28"
"8340","HTR3B"
"8341","HTR3A"
"8342","ZBTB16"
"8343","NNMT"
"8344","C11orf71"
"8345","REXO2"
"8346","NXPE2"
"8347","CADM1"
"8348","BUD13"
"8349","ZPR1"
"8350","APOA1"
"8351","SIK3"
"8352","PAFAH1B2"
"8353","SIDT2"
"8354","TAGLN"
"8355","PCSK7"
"8356","RNF214"
"8357","BACE1"
"8358","CEP164"
"8359","DSCAML1"
"8360","FXYD2"
"8361","FXYD6"
"8362","TMPRSS13"
"8363","IL10RA"
"8364","SCN4B"
"8365","SCN2B"
"8366","MPZL3"
"8367","UBE4A"
"8368","KMT2A"
"8369","TTC36"
"8370","TMEM25"
"8371","IFT46"
"8372","ARCN1"
"8373","PHLDB1"
"8374","TREH"
"8375","DDX6"
"8376","BCL9L"
"8377","UPK2"
"8378","CCDC84"
"8379","RPS25"
"8380","TRAPPC4"
"8381","SLC37A4"
"8382","HYOU1"
"8383","VPS11"
"8384","HMBS"
"8385","H2AFX"
"8386","DPAGT1"
"8387","C2CD2L"
"8388","HINFP"
"8389","ABCG4"
"8390","NLRX1"
"8391","CCDC153"
"8392","CBL"
"8393","MCAM"
"8394","RNF26"
"8395","USP2"
"8396","THY1"
"8397","TRIM29"
"8398","OAF"
"8399","POU2F3"
"8400","TMEM136"
"8401","ARHGEF12"
"8402","GRIK4"
"8403","TBCEL"
"8404","TECTA"
"8405","SC5D"
"8406","SORL1"
"8407","BLID"
"8408","UBASH3B"
"8409","CRTAM"
"8410","HSPA8"
"8411","CLMP"
"8412","GRAMD1B"
"8413","SCN3B"
"8414","ZNF202"
"8415","VWA5A"
"8416","TBRG1"
"8417","SIAE"
"8418","SPA17"
"8419","NRGN"
"8420","VSIG2"
"8421","ESAM"
"8422","MSANTD2"
"8423","ROBO3"
"8424","ROBO4"
"8425","HEPACAM"
"8426","HEPN1"
"8427","CCDC15"
"8428","SLC37A2"
"8429","TMEM218"
"8430","PKNOX2"
"8431","FEZ1"
"8432","EI24"
"8433","STT3A"
"8434","CHEK1"
"8435","ACRV1"
"8436","PATE2"
"8437","HYLS1"
"8438","PUS3"
"8439","DDX25"
"8440","CDON"
"8441","RPUSD4"
"8442","FAM118B"
"8443","SRPRA"
"8444","FOXRED1"
"8445","TIRAP"
"8446","DCPS"
"8447","ST3GAL4"
"8448","KIRREL3"
"8449","ETS1"
"8450","KCNJ1"
"8451","KCNJ5"
"8452","C11orf45"
"8453","TP53AIP1"
"8454","ARHGAP32"
"8455","BARX2"
"8456","TMEM45B"
"8457","NFRKB"
"8458","PRDM10"
"8459","APLP2"
"8460","ST14"
"8461","ZBTB44"
"8462","ADAMTS8"
"8463","ADAMTS15"
"8464","SNX19"
"8465","NTM"
"8466","OPCML"
"8467","IGSF9B"
"8468","JAM3"
"8469","NCAPD3"
"8470","VPS26B"
"8471","THYN1"
"8472","ACAD8"
"8473","GLB1L3"
"8474","GLB1L2"
"8475","B3GAT1"
"8476","TUBB8"
"8477","ZMYND11"
"8478","DIP2C"
"8479","PRR26"
"8480","LARP4B"
"8481","GTPBP4"
"8482","IDI1"
"8483","WDR37"
"8484","ADARB2"
"8485","PFKP"
"8486","PITRM1"
"8487","KLF6"
"8488","AKR1E2"
"8489","AKR1C2"
"8490","AKR1C1"
"8491","AKR1C3"
"8492","NET1"
"8493","CALML3"
"8494","ASB13"
"8495","GDI2"
"8496","ANKRD16"
"8497","IL15RA"
"8498","RBM17"
"8499","PFKFB3"
"8500","PRKCQ"
"8501","SFMBT2"
"8502","ITIH5"
"8503","KIN"
"8504","TAF3"
"8505","CELF2"
"8506","USP6NL"
"8507","ECHDC3"
"8508","PROSER2"
"8509","UPF2"
"8510","DHTKD1"
"8511","SEC61A2"
"8512","NUDT5"
"8513","CDC123"
"8514","CAMK1D"
"8515","CCDC3"
"8516","OPTN"
"8517","MCM10"
"8518","PHYH"
"8519","SEPHS1"
"8520","BEND7"
"8521","PRPF18"
"8522","FRMD4A"
"8523","FAM107B"
"8524","CDNF"
"8525","HSPA14"
"8526","SUV39H2"
"8527","DCLRE1C"
"8528","MEIG1"
"8529","OLAH"
"8530","ACBD7"
"8531","C10orf111"
"8532","RPP38"
"8533","NMT2"
"8534","FAM171A1"
"8535","ITGA8"
"8536","PTER"
"8537","C1QL3"
"8538","RSU1"
"8539","CUBN"
"8540","TRDMT1"
"8541","VIM"
"8542","ST8SIA6"
"8543","HACD1"
"8544","STAM"
"8545","TMEM236"
"8546","MRC1"
"8547","SLC39A12"
"8548","CACNB2"
"8549","NSUN6"
"8550","ARL5B"
"8551","MALRD1"
"8552","PLXDC2"
"8553","NEBL"
"8554","CASC10"
"8555","SKIDA1"
"8556","MLLT10"
"8557","DNAJC1"
"8558","BMI1"
"8559","SPAG6"
"8560","PIP4K2A"
"8561","ARMC3"
"8562","MSRB2"
"8563","PTF1A"
"8564","C10orf67"
"8565","OTUD1"
"8566","KIAA1217"
"8567","ARHGAP21"
"8568","PRTFDC1"
"8569","ENKUR"
"8570","THNSL1"
"8571","GPR158"
"8572","MYO3A"
"8573","GAD2"
"8574","APBB1IP"
"8575","PDSS1"
"8576","ABI1"
"8577","ANKRD26"
"8578","YME1L1"
"8579","MASTL"
"8580","ACBD5"
"8581","RAB18"
"8582","MKX"
"8583","ARMC4"
"8584","MPP7"
"8585","WAC"
"8586","BAMBI"
"8587","SVIL"
"8588","MTPAP"
"8589","MAP3K8"
"8590","ZNF438"
"8591","ZEB1"
"8592","ARHGAP12"
"8593","KIF5B"
"8594","EPC1"
"8595","CCDC7"
"8596","ITGB1"
"8597","NRP1"
"8598","PARD3"
"8599","CUL2"
"8600","CREM"
"8601","CCNY"
"8602","GJD4"
"8603","FZD8"
"8604","ANKRD30A"
"8605","ZNF248"
"8606","ZNF25"
"8607","ZNF33A"
"8608","ZNF37A"
"8609","ZNF33B"
"8610","BMS1"
"8611","RET"
"8612","CSGALNACT2"
"8613","RASGEF1A"
"8614","FXYD4"
"8615","HNRNPF"
"8616","ZNF487"
"8617","ZNF239"
"8618","ZNF485"
"8619","ZNF32"
"8620","C10orf142"
"8621","CXCL12"
"8622","RASSF4"
"8623","C10orf25"
"8624","ZNF22"
"8625","MARCH8"
"8626","ZFAND4"
"8627","AGAP4"
"8628","TIMM23"
"8629","NCOA4"
"8630","ANXA8L1"
"8631","SYT15"
"8632","PTPN20"
"8633","GDF10"
"8634","ZNF488"
"8635","ANXA8"
"8636","FAM25G"
"8637","AGAP9"
"8638","FRMPD2"
"8639","MAPK8"
"8640","ARHGAP22"
"8641","VSTM4"
"8642","DRGX"
"8643","ERCC6"
"8644","OGDHL"
"8645","PARG"
"8646","TIMM23B"
"8647","AGAP6"
"8648","ASAH2"
"8649","SGMS1"
"8650","ASAH2B"
"8651","PRKG1"
"8652","CSTF2T"
"8653","DKK1"
"8654","PCDH15"
"8655","ZWINT"
"8656","IPMK"
"8657","CISD1"
"8658","UBE2D1"
"8659","TFAM"
"8660","BICC1"
"8661","PHYHIPL"
"8662","FAM13C"
"8663","SLC16A9"
"8664","MRLN"
"8665","CCDC6"
"8666","ANK3"
"8667","CDK1"
"8668","RHOBTB1"
"8669","TMEM26"
"8670","ARID5B"
"8671","RTKN2"
"8672","ZNF365"
"8673","ADO"
"8674","EGR2"
"8675","NRBF2"
"8676","JMJD1C"
"8677","REEP3"
"8678","CTNNA3"
"8679","LRRTM3"
"8680","DNAJC12"
"8681","SIRT1"
"8682","HERC4"
"8683","ATOH7"
"8684","PBLD"
"8685","HNRNPH3"
"8686","RUFY2"
"8687","DNA2"
"8688","SLC25A16"
"8689","TET1"
"8690","CCAR1"
"8691","STOX1"
"8692","DDX50"
"8693","DDX21"
"8694","KIF1BP"
"8695","SRGN"
"8696","VPS26A"
"8697","SUPV3L1"
"8698","HK1"
"8699","TACR2"
"8700","TSPAN15"
"8701","COL13A1"
"8702","H2AFY2"
"8703","AIFM2"
"8704","TYSND1"
"8705","SAR1A"
"8706","PPA1"
"8707","NPFFR1"
"8708","LRRC20"
"8709","EIF4EBP2"
"8710","PALD1"
"8711","ADAMTS14"
"8712","SGPL1"
"8713","PCBD1"
"8714","UNC5B"
"8715","SLC29A3"
"8716","CDH23"
"8717","PSAP"
"8718","CHST3"
"8719","SPOCK2"
"8720","ASCC1"
"8721","ANAPC16"
"8722","DDIT4"
"8723","DNAJB12"
"8724","MICU1"
"8725","MCU"
"8726","OIT3"
"8727","P4HA1"
"8728","NUDT13"
"8729","ECD"
"8730","FAM149B1"
"8731","DNAJC9"
"8732","MRPS16"
"8733","CFAP70"
"8734","ANXA7"
"8735","MSS51"
"8736","PPP3CB"
"8737","USP54"
"8738","SYNPO2L"
"8739","AGAP5"
"8740","SEC24C"
"8741","FUT11"
"8742","CHCHD1"
"8743","ZSWIM8"
"8744","CAMK2G"
"8745","PLAU"
"8746","VCL"
"8747","AP3M1"
"8748","ADK"
"8749","KAT6B"
"8750","SAMD8"
"8751","VDAC2"
"8752","COMTD1"
"8753","KCNMA1"
"8754","DLG5"
"8755","POLR3A"
"8756","RPS24"
"8757","ZMIZ1"
"8758","PPIF"
"8759","ZCCHC24"
"8760","EIF5AL1"
"8761","SFTPA2"
"8762","NUTM2B"
"8763","SFTPD"
"8764","TMEM254"
"8765","PLAC9"
"8766","ANXA11"
"8767","MAT1A"
"8768","DYDC2"
"8769","TSPAN14"
"8770","SH2D4B"
"8771","NRG3"
"8772","GHITM"
"8773","CDHR1"
"8774","RGR"
"8775","CCSER2"
"8776","GRID1"
"8777","WAPL"
"8778","OPN4"
"8779","LDB3"
"8780","BMPR1A"
"8781","MMRN2"
"8782","SNCG"
"8783","ADIRF"
"8784","GLUD1"
"8785","NUTM2D"
"8786","MINPP1"
"8787","PAPSS2"
"8788","ATAD1"
"8789","KLLN"
"8790","PTEN"
"8791","RNLS"
"8792","LIPJ"
"8793","STAMBPL1"
"8794","ACTA2"
"8795","FAS"
"8796","CH25H"
"8797","LIPA"
"8798","IFIT2"
"8799","IFIT3"
"8800","IFIT1"
"8801","IFIT5"
"8802","SLC16A12"
"8803","PANK1"
"8804","KIF20B"
"8805","HTR7"
"8806","RPP30"
"8807","PCGF5"
"8808","HECTD2"
"8809","PPP1R3C"
"8810","TNKS2"
"8811","FGFBP3"
"8812","BTAF1"
"8813","CPEB3"
"8814","MARCH5"
"8815","IDE"
"8816","KIF11"
"8817","EXOC6"
"8818","CYP26A1"
"8819","MYOF"
"8820","FFAR4"
"8821","RBP4"
"8822","FRA10AC1"
"8823","LGI1"
"8824","SLC35G1"
"8825","PLCE1"
"8826","NOC3L"
"8827","TBC1D12"
"8828","HELLS"
"8829","CYP2C8"
"8830","PDLIM1"
"8831","SORBS1"
"8832","ALDH18A1"
"8833","TCTN3"
"8834","ENTPD1"
"8835","CCNJ"
"8836","ZNF518A"
"8837","OPALIN"
"8838","TLL2"
"8839","TM9SF3"
"8840","PIK3AP1"
"8841","LCOR"
"8842","SLIT1"
"8843","FRAT1"
"8844","FRAT2"
"8845","RRP12"
"8846","PGAM1"
"8847","EXOSC1"
"8848","ZDHHC16"
"8849","MMS19"
"8850","UBTD1"
"8851","ANKRD2"
"8852","MORN4"
"8853","PI4K2A"
"8854","AVPI1"
"8855","MARVELD1"
"8856","ZFYVE27"
"8857","SFRP5"
"8858","GOLGA7B"
"8859","CRTAC1"
"8860","R3HCC1L"
"8861","LOXL4"
"8862","PYROXD2"
"8863","HPS1"
"8864","HPSE2"
"8865","CNNM1"
"8866","GOT1"
"8867","SLC25A28"
"8868","ENTPD7"
"8869","CUTC"
"8870","COX15"
"8871","ABCC2"
"8872","DNMBP"
"8873","ERLIN1"
"8874","CHUK"
"8875","CWF19L1"
"8876","BLOC1S2"
"8877","PKD2L1"
"8878","SCD"
"8879","SEC31B"
"8880","NDUFB8"
"8881","HIF1AN"
"8882","PAX2"
"8883","SLF2"
"8884","MRPL43"
"8885","SEMA4G"
"8886","LZTS2"
"8887","PDZD7"
"8888","SFXN3"
"8889","KAZALD1"
"8890","BTRC"
"8891","DPCD"
"8892","POLL"
"8893","FBXW4"
"8894","FGF8"
"8895","NPM3"
"8896","KCNIP2"
"8897","HPS6"
"8898","LDB1"
"8899","PPRC1"
"8900","NOLC1"
"8901","ELOVL3"
"8902","GBF1"
"8903","NFKB2"
"8904","PSD"
"8905","FBXL15"
"8906","CUEDC2"
"8907","MFSD13A"
"8908","ACTR1A"
"8909","SUFU"
"8910","TRIM8"
"8911","ARL3"
"8912","SFXN2"
"8913","WBP1L"
"8914","CYP17A1"
"8915","BORCS7"
"8916","CNNM2"
"8917","NT5C2"
"8918","RPEL1"
"8919","INA"
"8920","PCGF6"
"8921","TAF5"
"8922","PDCD11"
"8923","CALHM2"
"8924","CALHM1"
"8925","NEURL1"
"8926","SH3PXD2A"
"8927","SLK"
"8928","COL17A1"
"8929","SFR1"
"8930","CFAP43"
"8931","GSTO1"
"8932","GSTO2"
"8933","ITPRIP"
"8934","CFAP58"
"8935","SORCS3"
"8936","SORCS1"
"8937","XPNPEP1"
"8938","ADD3"
"8939","MXI1"
"8940","SMNDC1"
"8941","DUSP5"
"8942","SMC3"
"8943","RBM20"
"8944","PDCD4"
"8945","BBIP1"
"8946","SHOC2"
"8947","ADRA2A"
"8948","GPAM"
"8949","ACSL5"
"8950","ZDHHC6"
"8951","VTI1A"
"8952","TCF7L2"
"8953","HABP2"
"8954","NRAP"
"8955","CASP7"
"8956","PLEKHS1"
"8957","DCLRE1A"
"8958","NHLRC2"
"8959","ADRB1"
"8960","CCDC186"
"8961","TDRD1"
"8962","VWA2"
"8963","AFAP1L2"
"8964","ABLIM1"
"8965","FAM160B1"
"8966","TRUB1"
"8967","ATRNL1"
"8968","GFRA1"
"8969","C10orf82"
"8970","HSPA12A"
"8971","ENO4"
"8972","SHTN1"
"8973","VAX1"
"8974","SLC18A2"
"8975","PDZD8"
"8976","EMX2"
"8977","RAB11FIP2"
"8978","FAM204A"
"8979","PRLHR"
"8980","CACUL1"
"8981","NANOS1"
"8982","EIF3A"
"8983","FAM45A"
"8984","SFXN4"
"8985","PRDX3"
"8986","GRK5"
"8987","RGS10"
"8988","TIAL1"
"8989","BAG3"
"8990","INPP5F"
"8991","MCMBP"
"8992","SEC23IP"
"8993","PLPP4"
"8994","WDR11"
"8995","FGFR2"
"8996","ATE1"
"8997","NSMCE4A"
"8998","TACC2"
"8999","PLEKHA1"
"9000","HTRA1"
"9001","DMBT1"
"9002","CUZD1"
"9003","FAM24B"
"9004","C10orf88"
"9005","PSTK"
"9006","IKZF5"
"9007","ACADSB"
"9008","BUB3"
"9009","GPR26"
"9010","CPXM2"
"9011","CHST15"
